"";"V1"
"959";-0,261067895376249
"960";-1,18379547049395
"961";-0,261067895376249
"962";0,661659679741456
"963";-1,18379547049395
"964";0,661659679741456
"965";0,661659679741456
"966";1,58438725485916
"967";-0,261067895376249
"968";1,58438725485916
"969";1,58438725485916
"970";-1,18379547049395
"971";0,661659679741456
"972";-0,261067895376249
"973";0,661659679741456
"974";-0,261067895376249
"975";1,58438725485916
"976";1,58438725485916
"977";1,58438725485916
"978";1,58438725485916
"979";-1,18379547049395
"980";-1,18379547049395
"981";1,58438725485916
"982";-0,261067895376249
"983";-0,261067895376249
"984";0,661659679741456
"985";-1,18379547049395
"986";-1,18379547049395
"987";-0,261067895376249
"988";1,58438725485916
"989";-1,18379547049395
"990";-0,261067895376249
"991";1,58438725485916
"992";1,58438725485916
"993";1,58438725485916
"994";0,661659679741456
"995";-1,18379547049395
"996";0,661659679741456
"997";1,58438725485916
"998";-0,261067895376249
"999";0,661659679741456
"1000";-1,18379547049395
"1001";-1,18379547049395
"1002";1,58438725485916
"1003";-0,261067895376249
"1004";-1,18379547049395
"1005";0,661659679741456
"1006";-1,18379547049395
"1007";-1,18379547049395
"1008";1,58438725485916
"1009";-0,261067895376249
"1010";0,661659679741456
"1011";-1,18379547049395
"1012";0,661659679741456
"1013";-1,18379547049395
"1014";-0,261067895376249
"1015";-1,18379547049395
"1016";1,58438725485916
"1017";-0,261067895376249
"1018";-1,18379547049395
"1019";-0,261067895376249
"1020";-0,261067895376249
"1021";-1,18379547049395
"1022";-0,261067895376249
"1023";-0,261067895376249
"1024";-1,18379547049395
"1025";1,58438725485916
"1026";-0,261067895376249
"1027";-0,261067895376249
"1028";0,661659679741456
"1029";0,661659679741456
"1030";0,661659679741456
"1031";0,661659679741456
"1032";0,661659679741456
"1033";-1,18379547049395
"1034";1,58438725485916
"1035";-1,18379547049395
"1036";-1,18379547049395
"1037";0,661659679741456
"1038";1,58438725485916
"1039";-0,261067895376249
"1040";-1,18379547049395
"1041";-0,261067895376249
"1042";-0,261067895376249
"1043";-0,261067895376249
"1044";-1,18379547049395
"1045";-0,261067895376249
"1046";-0,261067895376249
"1047";0,661659679741456
"1048";0,661659679741456
"1049";-0,261067895376249
"1050";0,661659679741456
"1051";-1,18379547049395
"1052";-1,18379547049395
"1053";-1,18379547049395
"1054";-1,18379547049395
"1055";-1,18379547049395
"1056";1,58438725485916
"1057";1,58438725485916
"1058";-0,261067895376249
"1059";-1,18379547049395
"1060";0,661659679741456
"1061";-1,18379547049395
"1062";0,661659679741456
"1063";-0,261067895376249
"1064";-1,18379547049395
"1065";1,58438725485916
"1066";1,58438725485916
"1067";-1,18379547049395
"1068";0,661659679741456
"1069";0,661659679741456
"1070";-1,18379547049395
"1071";1,58438725485916
"1072";0,661659679741456
"1073";1,58438725485916
"1074";-0,261067895376249
"1075";1,58438725485916
"1076";0,661659679741456
"1077";1,58438725485916
"1078";1,58438725485916
"1079";1,58438725485916
"1080";-1,18379547049395
"1081";0,661659679741456
"1082";-1,18379547049395
"1083";-0,261067895376249
"1084";0,661659679741456
"1085";0,661659679741456
"1086";-1,18379547049395
"1087";-0,261067895376249
"1088";-1,18379547049395
"1089";-1,18379547049395
"1090";-1,18379547049395
"1091";1,58438725485916
"1092";-1,18379547049395
"1093";-0,261067895376249
"1094";-1,18379547049395
"1095";-0,261067895376249
"1096";-0,261067895376249
"1097";1,58438725485916
"1098";-1,18379547049395
"1099";0,661659679741456
"1100";0,661659679741456
"1101";-0,261067895376249
"1102";-0,261067895376249
"1103";-1,18379547049395
"1104";-0,261067895376249
"1105";-0,261067895376249
"1106";0,661659679741456
"1107";1,58438725485916
"1108";-0,261067895376249
"1109";1,58438725485916
"1110";-1,18379547049395
"1111";-0,261067895376249
"1112";0,661659679741456
"1113";1,58438725485916
"1114";-1,18379547049395
"1115";1,58438725485916
"1116";-0,261067895376249
"1117";0,661659679741456
"1118";-0,261067895376249
"1119";NA
"1120";1,58438725485916
"1121";-0,261067895376249
"1122";0,661659679741456
"1123";0,661659679741456
"1124";0,661659679741456
"1125";0,661659679741456
"1126";-1,18379547049395
"1127";-1,18379547049395
"1128";-1,18379547049395
"1129";-0,261067895376249
"1130";0,661659679741456
"1131";-1,18379547049395
"1132";0,661659679741456
"1133";-1,18379547049395
"1134";-0,261067895376249
"1135";-1,18379547049395
"1136";1,58438725485916
"1137";-0,261067895376249
"1138";-1,18379547049395
"1139";0,661659679741456
"1140";-1,18379547049395
"1141";0,661659679741456
"1142";1,58438725485916
"1143";0,661659679741456
"1144";0,661659679741456
"1145";-1,18379547049395
"1146";0,661659679741456
"1147";0,661659679741456
"1148";0,661659679741456
"1149";0,661659679741456
"1150";0,661659679741456
"1151";0,661659679741456
"1152";-1,18379547049395
"1153";-0,261067895376249
"1154";-1,18379547049395
"1155";-0,261067895376249
"1156";0,661659679741456
"1157";1,58438725485916
"1158";-0,261067895376249
"1159";-1,18379547049395
"1160";-1,18379547049395
"1161";1,58438725485916
"1162";-0,261067895376249
"1163";-1,18379547049395
"1164";NA
"1165";-0,261067895376249
"1166";-1,18379547049395
"1167";1,58438725485916
"1168";0,661659679741456
"1169";-1,18379547049395
"1170";1,58438725485916
"1171";-1,18379547049395
"1172";-0,261067895376249
"1173";-0,261067895376249
"1174";-0,261067895376249
"1175";0,661659679741456
